,0,1,2
38468,Brantford,Ontario,
38470,Brantford,Ontario,
38471,Brantford,Ontario,
38473,Calgary,Alberta,
38474,Calgary,Alberta,
38476,Calgary,Alberta,
38477,Calgary,Alberta,
38479,Edmonton,Alberta,
38480,Edmonton,Alberta,
38482,Edmonton,Alberta,
38483,Edmonton,Alberta,
38485,Greater Sudbury,Ontario,
38486,Greater Sudbury,Ontario,
38488,Greater Sudbury,Ontario,
38489,Greater Sudbury,Ontario,
38491,Guelph,Ontario,
38492,Guelph,Ontario,
38494,Guelph,Ontario,
38495,Guelph,Ontario,
38497,Halifax,Nova Scotia,
38498,Halifax,Nova Scotia,
38500,Halifax,Nova Scotia,
38501,Halifax,Nova Scotia,
38503,Hamilton,Ontario,
38504,Hamilton,Ontario,
38506,Hamilton,Ontario,
38507,Hamilton,Ontario,
38509,Kelowna,British Columbia,
38510,Kelowna,British Columbia,
38512,Kelowna,British Columbia,
38513,Kelowna,British Columbia,
38515,Kingston,Ontario,
38516,Kingston,Ontario,
38518,Kingston,Ontario,
38519,Kingston,Ontario,
38521,Kitchener-Cambridge-Waterloo,Ontario,
38522,Kitchener-Cambridge-Waterloo,Ontario,
38524,Kitchener-Cambridge-Waterloo,Ontario,
38525,Kitchener-Cambridge-Waterloo,Ontario,
38527,London,Ontario,
38528,London,Ontario,
38530,London,Ontario,
38531,London,Ontario,
38533,Moncton,New Brunswick,
38534,Moncton,New Brunswick,
38536,Moncton,New Brunswick,
38537,Moncton,New Brunswick,
38539,Montréal,Quebec,
38540,Montréal,Quebec,
38542,Montréal,Quebec,
38543,Montréal,Quebec,
38545,Oshawa,Ontario,
38546,Oshawa,Ontario,
38548,Oshawa,Ontario,
38549,Oshawa,Ontario,
38551,Ottawa-Gatineau,Ontario/Quebec,
38552,Ottawa-Gatineau,Ontario/Quebec,
38554,Ottawa-Gatineau,Ontario/Quebec,
38555,Ottawa-Gatineau,Ontario/Quebec,
38557,Ottawa-Gatineau,Ontario part,Ontario/Quebec
38558,Ottawa-Gatineau,Ontario part,Ontario/Quebec
38560,Ottawa-Gatineau,Ontario part,Ontario/Quebec
38561,Ottawa-Gatineau,Ontario part,Ontario/Quebec
38563,Ottawa-Gatineau,Quebec part,Ontario/Quebec
38564,Ottawa-Gatineau,Quebec part,Ontario/Quebec
38566,Ottawa-Gatineau,Quebec part,Ontario/Quebec
38567,Ottawa-Gatineau,Quebec part,Ontario/Quebec
38569,Peterborough,Ontario,
38570,Peterborough,Ontario,
38572,Peterborough,Ontario,
38573,Peterborough,Ontario,
38575,Québec,Quebec,
38576,Québec,Quebec,
38578,Québec,Quebec,
38579,Québec,Quebec,
38581,Regina,Saskatchewan,
38582,Regina,Saskatchewan,
38584,Regina,Saskatchewan,
38585,Regina,Saskatchewan,
38587,St. Catharines-Niagara,Ontario,
38588,St. Catharines-Niagara,Ontario,
38590,St. Catharines-Niagara,Ontario,
38591,St. Catharines-Niagara,Ontario,
38593,St. John's,Newfoundland and Labrador,
38594,St. John's,Newfoundland and Labrador,
38596,St. John's,Newfoundland and Labrador,
38597,St. John's,Newfoundland and Labrador,
38599,Saguenay,Quebec,
38600,Saguenay,Quebec,
38602,Saguenay,Quebec,
38603,Saguenay,Quebec,
38605,Saint John,New Brunswick,
38606,Saint John,New Brunswick,
38608,Saint John,New Brunswick,
38609,Saint John,New Brunswick,
38611,Saskatoon,Saskatchewan,
38612,Saskatoon,Saskatchewan,
38614,Saskatoon,Saskatchewan,
38615,Saskatoon,Saskatchewan,
38617,Sherbrooke,Quebec,
38618,Sherbrooke,Quebec,
38620,Sherbrooke,Quebec,
38621,Sherbrooke,Quebec,
38623,Thunder Bay,Ontario,
38624,Thunder Bay,Ontario,
38626,Thunder Bay,Ontario,
38627,Thunder Bay,Ontario,
38629,Toronto,Ontario,
38630,Toronto,Ontario,
38632,Toronto,Ontario,
38633,Toronto,Ontario,
38635,Trois-Rivières,Quebec,
38636,Trois-Rivières,Quebec,
38638,Trois-Rivières,Quebec,
38639,Trois-Rivières,Quebec,
38641,Vancouver,British Columbia,
38642,Vancouver,British Columbia,
38644,Vancouver,British Columbia,
38645,Vancouver,British Columbia,
38647,Victoria,British Columbia,
38648,Victoria,British Columbia,
38650,Victoria,British Columbia,
38651,Victoria,British Columbia,
38653,Windsor,Ontario,
38654,Windsor,Ontario,
38656,Windsor,Ontario,
38657,Windsor,Ontario,
38659,Winnipeg,Manitoba,
38660,Winnipeg,Manitoba,
38662,Winnipeg,Manitoba,
38663,Winnipeg,Manitoba,
38671,Abbotsford-Mission,British Columbia,
38672,Abbotsford-Mission,British Columbia,
38674,Abbotsford-Mission,British Columbia,
38675,Abbotsford-Mission,British Columbia,
38677,Barrie,Ontario,
38678,Barrie,Ontario,
38680,Barrie,Ontario,
38681,Barrie,Ontario,
38683,Brantford,Ontario,
38684,Brantford,Ontario,
38686,Brantford,Ontario,
38687,Brantford,Ontario,
38689,Calgary,Alberta,
38690,Calgary,Alberta,
38692,Calgary,Alberta,
38693,Calgary,Alberta,
38695,Edmonton,Alberta,
38696,Edmonton,Alberta,
38698,Edmonton,Alberta,
38699,Edmonton,Alberta,
38701,Greater Sudbury,Ontario,
38702,Greater Sudbury,Ontario,
38704,Greater Sudbury,Ontario,
38705,Greater Sudbury,Ontario,
38707,Guelph,Ontario,
38708,Guelph,Ontario,
38710,Guelph,Ontario,
38711,Guelph,Ontario,
38713,Halifax,Nova Scotia,
38714,Halifax,Nova Scotia,
38716,Halifax,Nova Scotia,
38717,Halifax,Nova Scotia,
38719,Hamilton,Ontario,
38720,Hamilton,Ontario,
38722,Hamilton,Ontario,
38723,Hamilton,Ontario,
38725,Kelowna,British Columbia,
38726,Kelowna,British Columbia,
38728,Kelowna,British Columbia,
38729,Kelowna,British Columbia,
38731,Kingston,Ontario,
38732,Kingston,Ontario,
38734,Kingston,Ontario,
38735,Kingston,Ontario,
38737,Kitchener-Cambridge-Waterloo,Ontario,
38738,Kitchener-Cambridge-Waterloo,Ontario,
38740,Kitchener-Cambridge-Waterloo,Ontario,
38741,Kitchener-Cambridge-Waterloo,Ontario,
38743,London,Ontario,
38744,London,Ontario,
38746,London,Ontario,
38747,London,Ontario,
38749,Moncton,New Brunswick,
38750,Moncton,New Brunswick,
38752,Moncton,New Brunswick,
38753,Moncton,New Brunswick,
38755,Montréal,Quebec,
38756,Montréal,Quebec,
38758,Montréal,Quebec,
38759,Montréal,Quebec,
38761,Oshawa,Ontario,
38762,Oshawa,Ontario,
38764,Oshawa,Ontario,
38765,Oshawa,Ontario,
38767,Ottawa-Gatineau,Ontario/Quebec,
38768,Ottawa-Gatineau,Ontario/Quebec,
38770,Ottawa-Gatineau,Ontario/Quebec,
38771,Ottawa-Gatineau,Ontario/Quebec,
38773,Ottawa-Gatineau,Ontario part,Ontario/Quebec
38774,Ottawa-Gatineau,Ontario part,Ontario/Quebec
38776,Ottawa-Gatineau,Ontario part,Ontario/Quebec
38777,Ottawa-Gatineau,Ontario part,Ontario/Quebec
38779,Ottawa-Gatineau,Quebec part,Ontario/Quebec
38780,Ottawa-Gatineau,Quebec part,Ontario/Quebec
38782,Ottawa-Gatineau,Quebec part,Ontario/Quebec
38783,Ottawa-Gatineau,Quebec part,Ontario/Quebec
38785,Peterborough,Ontario,
38786,Peterborough,Ontario,
38788,Peterborough,Ontario,
38789,Peterborough,Ontario,
38791,Québec,Quebec,
38792,Québec,Quebec,
38794,Québec,Quebec,
38795,Québec,Quebec,
38797,Regina,Saskatchewan,
38798,Regina,Saskatchewan,
38800,Regina,Saskatchewan,
38801,Regina,Saskatchewan,
38803,St. Catharines-Niagara,Ontario,
38804,St. Catharines-Niagara,Ontario,
38806,St. Catharines-Niagara,Ontario,
38807,St. Catharines-Niagara,Ontario,
38809,St. John's,Newfoundland and Labrador,
38810,St. John's,Newfoundland and Labrador,
38812,St. John's,Newfoundland and Labrador,
38813,St. John's,Newfoundland and Labrador,
38815,Saguenay,Quebec,
38816,Saguenay,Quebec,
38818,Saguenay,Quebec,
38819,Saguenay,Quebec,
38821,Saint John,New Brunswick,
38822,Saint John,New Brunswick,
38824,Saint John,New Brunswick,
38825,Saint John,New Brunswick,
38827,Saskatoon,Saskatchewan,
38828,Saskatoon,Saskatchewan,
38830,Saskatoon,Saskatchewan,
38831,Saskatoon,Saskatchewan,
38833,Sherbrooke,Quebec,
38834,Sherbrooke,Quebec,
38836,Sherbrooke,Quebec,
38837,Sherbrooke,Quebec,
38839,Thunder Bay,Ontario,
38840,Thunder Bay,Ontario,
38842,Thunder Bay,Ontario,
38843,Thunder Bay,Ontario,
38845,Toronto,Ontario,
38846,Toronto,Ontario,
38848,Toronto,Ontario,
38849,Toronto,Ontario,
38851,Trois-Rivières,Quebec,
38852,Trois-Rivières,Quebec,
38854,Trois-Rivières,Quebec,
38855,Trois-Rivières,Quebec,
38857,Vancouver,British Columbia,
38858,Vancouver,British Columbia,
38860,Vancouver,British Columbia,
38861,Vancouver,British Columbia,
38863,Victoria,British Columbia,
38864,Victoria,British Columbia,
38866,Victoria,British Columbia,
38867,Victoria,British Columbia,
38869,Windsor,Ontario,
38870,Windsor,Ontario,
38872,Windsor,Ontario,
38873,Windsor,Ontario,
38875,Winnipeg,Manitoba,
38876,Winnipeg,Manitoba,
38878,Winnipeg,Manitoba,
38879,Winnipeg,Manitoba,
38887,Abbotsford-Mission,British Columbia,
38888,Abbotsford-Mission,British Columbia,
38890,Abbotsford-Mission,British Columbia,
38891,Abbotsford-Mission,British Columbia,
38893,Barrie,Ontario,
38894,Barrie,Ontario,
38896,Barrie,Ontario,
38897,Barrie,Ontario,
38899,Brantford,Ontario,
38900,Brantford,Ontario,
38902,Brantford,Ontario,
38903,Brantford,Ontario,
38905,Calgary,Alberta,
38906,Calgary,Alberta,
38908,Calgary,Alberta,
38909,Calgary,Alberta,
38911,Edmonton,Alberta,
38912,Edmonton,Alberta,
38914,Edmonton,Alberta,
38915,Edmonton,Alberta,
38917,Greater Sudbury,Ontario,
38918,Greater Sudbury,Ontario,
38920,Greater Sudbury,Ontario,
38921,Greater Sudbury,Ontario,
38923,Guelph,Ontario,
38924,Guelph,Ontario,
38926,Guelph,Ontario,
38927,Guelph,Ontario,
38929,Halifax,Nova Scotia,
38930,Halifax,Nova Scotia,
38932,Halifax,Nova Scotia,
38933,Halifax,Nova Scotia,
38935,Hamilton,Ontario,
38936,Hamilton,Ontario,
38938,Hamilton,Ontario,
38939,Hamilton,Ontario,
38941,Kelowna,British Columbia,
38942,Kelowna,British Columbia,
38944,Kelowna,British Columbia,
38945,Kelowna,British Columbia,
38947,Kingston,Ontario,
38948,Kingston,Ontario,
38950,Kingston,Ontario,
38951,Kingston,Ontario,
38953,Kitchener-Cambridge-Waterloo,Ontario,
38954,Kitchener-Cambridge-Waterloo,Ontario,
38956,Kitchener-Cambridge-Waterloo,Ontario,
38957,Kitchener-Cambridge-Waterloo,Ontario,
38959,London,Ontario,
38960,London,Ontario,
38962,London,Ontario,
38963,London,Ontario,
38965,Moncton,New Brunswick,
38966,Moncton,New Brunswick,
38968,Moncton,New Brunswick,
38969,Moncton,New Brunswick,
38971,Montréal,Quebec,
38972,Montréal,Quebec,
38974,Montréal,Quebec,
38975,Montréal,Quebec,
38977,Oshawa,Ontario,
38978,Oshawa,Ontario,
38980,Oshawa,Ontario,
38981,Oshawa,Ontario,
38983,Ottawa-Gatineau,Ontario/Quebec,
38984,Ottawa-Gatineau,Ontario/Quebec,
38986,Ottawa-Gatineau,Ontario/Quebec,
38987,Ottawa-Gatineau,Ontario/Quebec,
38989,Ottawa-Gatineau,Ontario part,Ontario/Quebec
38990,Ottawa-Gatineau,Ontario part,Ontario/Quebec
38992,Ottawa-Gatineau,Ontario part,Ontario/Quebec
38993,Ottawa-Gatineau,Ontario part,Ontario/Quebec
38995,Ottawa-Gatineau,Quebec part,Ontario/Quebec
38996,Ottawa-Gatineau,Quebec part,Ontario/Quebec
38998,Ottawa-Gatineau,Quebec part,Ontario/Quebec
38999,Ottawa-Gatineau,Quebec part,Ontario/Quebec
39001,Peterborough,Ontario,
39002,Peterborough,Ontario,
39004,Peterborough,Ontario,
39005,Peterborough,Ontario,
39007,Québec,Quebec,
39008,Québec,Quebec,
39010,Québec,Quebec,
39011,Québec,Quebec,
39013,Regina,Saskatchewan,
39014,Regina,Saskatchewan,
39016,Regina,Saskatchewan,
39017,Regina,Saskatchewan,
39019,St. Catharines-Niagara,Ontario,
39020,St. Catharines-Niagara,Ontario,
39022,St. Catharines-Niagara,Ontario,
39023,St. Catharines-Niagara,Ontario,
39025,St. John's,Newfoundland and Labrador,
39026,St. John's,Newfoundland and Labrador,
39028,St. John's,Newfoundland and Labrador,
39029,St. John's,Newfoundland and Labrador,
39031,Saguenay,Quebec,
39032,Saguenay,Quebec,
39034,Saguenay,Quebec,
39035,Saguenay,Quebec,
39037,Saint John,New Brunswick,
39038,Saint John,New Brunswick,
39040,Saint John,New Brunswick,
39041,Saint John,New Brunswick,
39043,Saskatoon,Saskatchewan,
39044,Saskatoon,Saskatchewan,
39046,Saskatoon,Saskatchewan,
39047,Saskatoon,Saskatchewan,
39049,Sherbrooke,Quebec,
39050,Sherbrooke,Quebec,
39052,Sherbrooke,Quebec,
39053,Sherbrooke,Quebec,
39055,Thunder Bay,Ontario,
39056,Thunder Bay,Ontario,
39058,Thunder Bay,Ontario,
39059,Thunder Bay,Ontario,
39061,Toronto,Ontario,
39062,Toronto,Ontario,
39064,Toronto,Ontario,
39065,Toronto,Ontario,
39067,Trois-Rivières,Quebec,
39068,Trois-Rivières,Quebec,
39070,Trois-Rivières,Quebec,
39071,Trois-Rivières,Quebec,
39073,Vancouver,British Columbia,
39074,Vancouver,British Columbia,
39076,Vancouver,British Columbia,
39077,Vancouver,British Columbia,
39079,Victoria,British Columbia,
39080,Victoria,British Columbia,
39082,Victoria,British Columbia,
39083,Victoria,British Columbia,
39085,Windsor,Ontario,
39086,Windsor,Ontario,
39088,Windsor,Ontario,
39089,Windsor,Ontario,
39091,Winnipeg,Manitoba,
39092,Winnipeg,Manitoba,
39094,Winnipeg,Manitoba,
39095,Winnipeg,Manitoba,
39103,Abbotsford-Mission,British Columbia,
39104,Abbotsford-Mission,British Columbia,
39106,Abbotsford-Mission,British Columbia,
39107,Abbotsford-Mission,British Columbia,
39109,Barrie,Ontario,
39110,Barrie,Ontario,
39112,Barrie,Ontario,
39113,Barrie,Ontario,
39115,Brantford,Ontario,
39116,Brantford,Ontario,
39118,Brantford,Ontario,
39119,Brantford,Ontario,
39121,Calgary,Alberta,
39122,Calgary,Alberta,
39124,Calgary,Alberta,
39125,Calgary,Alberta,
39127,Edmonton,Alberta,
39128,Edmonton,Alberta,
39130,Edmonton,Alberta,
39131,Edmonton,Alberta,
39133,Greater Sudbury,Ontario,
39134,Greater Sudbury,Ontario,
39136,Greater Sudbury,Ontario,
39137,Greater Sudbury,Ontario,
39139,Guelph,Ontario,
39140,Guelph,Ontario,
39142,Guelph,Ontario,
39143,Guelph,Ontario,
39145,Halifax,Nova Scotia,
39146,Halifax,Nova Scotia,
39148,Halifax,Nova Scotia,
39149,Halifax,Nova Scotia,
39151,Hamilton,Ontario,
39152,Hamilton,Ontario,
39154,Hamilton,Ontario,
39155,Hamilton,Ontario,
39157,Kelowna,British Columbia,
39158,Kelowna,British Columbia,
39160,Kelowna,British Columbia,
39161,Kelowna,British Columbia,
39163,Kingston,Ontario,
39164,Kingston,Ontario,
39166,Kingston,Ontario,
39167,Kingston,Ontario,
39169,Kitchener-Cambridge-Waterloo,Ontario,
39170,Kitchener-Cambridge-Waterloo,Ontario,
39172,Kitchener-Cambridge-Waterloo,Ontario,
39173,Kitchener-Cambridge-Waterloo,Ontario,
39175,London,Ontario,
39176,London,Ontario,
39178,London,Ontario,
39179,London,Ontario,
39181,Moncton,New Brunswick,
39182,Moncton,New Brunswick,
39184,Moncton,New Brunswick,
39185,Moncton,New Brunswick,
39187,Montréal,Quebec,
39188,Montréal,Quebec,
39190,Montréal,Quebec,
39191,Montréal,Quebec,
39193,Oshawa,Ontario,
39194,Oshawa,Ontario,
39196,Oshawa,Ontario,
39197,Oshawa,Ontario,
39199,Ottawa-Gatineau,Ontario/Quebec,
39200,Ottawa-Gatineau,Ontario/Quebec,
39202,Ottawa-Gatineau,Ontario/Quebec,
39203,Ottawa-Gatineau,Ontario/Quebec,
39205,Ottawa-Gatineau,Ontario part,Ontario/Quebec
39206,Ottawa-Gatineau,Ontario part,Ontario/Quebec
39208,Ottawa-Gatineau,Ontario part,Ontario/Quebec
39209,Ottawa-Gatineau,Ontario part,Ontario/Quebec
39211,Ottawa-Gatineau,Quebec part,Ontario/Quebec
39212,Ottawa-Gatineau,Quebec part,Ontario/Quebec
39214,Ottawa-Gatineau,Quebec part,Ontario/Quebec
39215,Ottawa-Gatineau,Quebec part,Ontario/Quebec
39217,Peterborough,Ontario,
39218,Peterborough,Ontario,
39220,Peterborough,Ontario,
39221,Peterborough,Ontario,
39223,Québec,Quebec,
39224,Québec,Quebec,
39226,Québec,Quebec,
39227,Québec,Quebec,
39229,Regina,Saskatchewan,
39230,Regina,Saskatchewan,
39232,Regina,Saskatchewan,
39233,Regina,Saskatchewan,
39235,St. Catharines-Niagara,Ontario,
39236,St. Catharines-Niagara,Ontario,
39238,St. Catharines-Niagara,Ontario,
39239,St. Catharines-Niagara,Ontario,
39241,St. John's,Newfoundland and Labrador,
39242,St. John's,Newfoundland and Labrador,
39244,St. John's,Newfoundland and Labrador,
39245,St. John's,Newfoundland and Labrador,
39247,Saguenay,Quebec,
39248,Saguenay,Quebec,
39250,Saguenay,Quebec,
39251,Saguenay,Quebec,
39253,Saint John,New Brunswick,
39254,Saint John,New Brunswick,
39256,Saint John,New Brunswick,
39257,Saint John,New Brunswick,
39259,Saskatoon,Saskatchewan,
39260,Saskatoon,Saskatchewan,
39262,Saskatoon,Saskatchewan,
39263,Saskatoon,Saskatchewan,
39265,Sherbrooke,Quebec,
39266,Sherbrooke,Quebec,
39268,Sherbrooke,Quebec,
39269,Sherbrooke,Quebec,
39271,Thunder Bay,Ontario,
39272,Thunder Bay,Ontario,
39274,Thunder Bay,Ontario,
39275,Thunder Bay,Ontario,
39277,Toronto,Ontario,
39278,Toronto,Ontario,
39280,Toronto,Ontario,
39281,Toronto,Ontario,
39283,Trois-Rivières,Quebec,
39284,Trois-Rivières,Quebec,
39286,Trois-Rivières,Quebec,
39287,Trois-Rivières,Quebec,
39289,Vancouver,British Columbia,
39290,Vancouver,British Columbia,
39292,Vancouver,British Columbia,
39293,Vancouver,British Columbia,
39295,Victoria,British Columbia,
39296,Victoria,British Columbia,
39298,Victoria,British Columbia,
39299,Victoria,British Columbia,
39301,Windsor,Ontario,
39302,Windsor,Ontario,
39304,Windsor,Ontario,
39305,Windsor,Ontario,
39307,Winnipeg,Manitoba,
39308,Winnipeg,Manitoba,
39310,Winnipeg,Manitoba,
39311,Winnipeg,Manitoba,
39319,Abbotsford-Mission,British Columbia,
39320,Abbotsford-Mission,British Columbia,
39322,Abbotsford-Mission,British Columbia,
39323,Abbotsford-Mission,British Columbia,
39325,Barrie,Ontario,
39326,Barrie,Ontario,
39328,Barrie,Ontario,
39329,Barrie,Ontario,
39331,Brantford,Ontario,
39332,Brantford,Ontario,
39334,Brantford,Ontario,
39335,Brantford,Ontario,
39337,Calgary,Alberta,
39338,Calgary,Alberta,
39340,Calgary,Alberta,
39341,Calgary,Alberta,
39343,Edmonton,Alberta,
39344,Edmonton,Alberta,
39346,Edmonton,Alberta,
39347,Edmonton,Alberta,
39349,Greater Sudbury,Ontario,
39350,Greater Sudbury,Ontario,
39352,Greater Sudbury,Ontario,
39353,Greater Sudbury,Ontario,
39355,Guelph,Ontario,
39356,Guelph,Ontario,
39358,Guelph,Ontario,
39359,Guelph,Ontario,
39361,Halifax,Nova Scotia,
39362,Halifax,Nova Scotia,
39364,Halifax,Nova Scotia,
39365,Halifax,Nova Scotia,
39367,Hamilton,Ontario,
39368,Hamilton,Ontario,
39370,Hamilton,Ontario,
39371,Hamilton,Ontario,
39373,Kelowna,British Columbia,
39374,Kelowna,British Columbia,
39376,Kelowna,British Columbia,
39377,Kelowna,British Columbia,
39379,Kingston,Ontario,
39380,Kingston,Ontario,
39382,Kingston,Ontario,
39383,Kingston,Ontario,
39385,Kitchener-Cambridge-Waterloo,Ontario,
39386,Kitchener-Cambridge-Waterloo,Ontario,
39388,Kitchener-Cambridge-Waterloo,Ontario,
39389,Kitchener-Cambridge-Waterloo,Ontario,
39391,London,Ontario,
39392,London,Ontario,
39394,London,Ontario,
39395,London,Ontario,
39397,Moncton,New Brunswick,
39398,Moncton,New Brunswick,
39400,Moncton,New Brunswick,
39401,Moncton,New Brunswick,
39403,Montréal,Quebec,
39404,Montréal,Quebec,
39406,Montréal,Quebec,
39407,Montréal,Quebec,
39409,Oshawa,Ontario,
39410,Oshawa,Ontario,
39412,Oshawa,Ontario,
39413,Oshawa,Ontario,
39415,Ottawa-Gatineau,Ontario/Quebec,
39416,Ottawa-Gatineau,Ontario/Quebec,
39418,Ottawa-Gatineau,Ontario/Quebec,
39419,Ottawa-Gatineau,Ontario/Quebec,
39421,Ottawa-Gatineau,Ontario part,Ontario/Quebec
39422,Ottawa-Gatineau,Ontario part,Ontario/Quebec
39424,Ottawa-Gatineau,Ontario part,Ontario/Quebec
39425,Ottawa-Gatineau,Ontario part,Ontario/Quebec
39427,Ottawa-Gatineau,Quebec part,Ontario/Quebec
39428,Ottawa-Gatineau,Quebec part,Ontario/Quebec
39430,Ottawa-Gatineau,Quebec part,Ontario/Quebec
39431,Ottawa-Gatineau,Quebec part,Ontario/Quebec
39433,Peterborough,Ontario,
39434,Peterborough,Ontario,
39436,Peterborough,Ontario,
39437,Peterborough,Ontario,
39439,Québec,Quebec,
39440,Québec,Quebec,
39442,Québec,Quebec,
39443,Québec,Quebec,
39445,Regina,Saskatchewan,
39446,Regina,Saskatchewan,
39448,Regina,Saskatchewan,
39449,Regina,Saskatchewan,
39451,St. Catharines-Niagara,Ontario,
39452,St. Catharines-Niagara,Ontario,
39454,St. Catharines-Niagara,Ontario,
39455,St. Catharines-Niagara,Ontario,
39457,St. John's,Newfoundland and Labrador,
39458,St. John's,Newfoundland and Labrador,
39460,St. John's,Newfoundland and Labrador,
39461,St. John's,Newfoundland and Labrador,
39463,Saguenay,Quebec,
39464,Saguenay,Quebec,
39466,Saguenay,Quebec,
39467,Saguenay,Quebec,
39469,Saint John,New Brunswick,
39470,Saint John,New Brunswick,
39472,Saint John,New Brunswick,
39473,Saint John,New Brunswick,
39475,Saskatoon,Saskatchewan,
39476,Saskatoon,Saskatchewan,
39478,Saskatoon,Saskatchewan,
39479,Saskatoon,Saskatchewan,
39481,Sherbrooke,Quebec,
39482,Sherbrooke,Quebec,
39484,Sherbrooke,Quebec,
39485,Sherbrooke,Quebec,
39487,Thunder Bay,Ontario,
39488,Thunder Bay,Ontario,
39490,Thunder Bay,Ontario,
39491,Thunder Bay,Ontario,
39493,Toronto,Ontario,
39494,Toronto,Ontario,
39496,Toronto,Ontario,
39497,Toronto,Ontario,
39499,Trois-Rivières,Quebec,
39500,Trois-Rivières,Quebec,
39502,Trois-Rivières,Quebec,
39503,Trois-Rivières,Quebec,
39505,Vancouver,British Columbia,
39506,Vancouver,British Columbia,
39508,Vancouver,British Columbia,
39509,Vancouver,British Columbia,
39511,Victoria,British Columbia,
39512,Victoria,British Columbia,
39514,Victoria,British Columbia,
39515,Victoria,British Columbia,
39517,Windsor,Ontario,
39518,Windsor,Ontario,
39520,Windsor,Ontario,
39521,Windsor,Ontario,
39523,Winnipeg,Manitoba,
39524,Winnipeg,Manitoba,
39526,Winnipeg,Manitoba,
39527,Winnipeg,Manitoba,
39535,Abbotsford-Mission,British Columbia,
39536,Abbotsford-Mission,British Columbia,
39538,Abbotsford-Mission,British Columbia,
39539,Abbotsford-Mission,British Columbia,
39541,Barrie,Ontario,
39542,Barrie,Ontario,
39544,Barrie,Ontario,
39545,Barrie,Ontario,
39547,Brantford,Ontario,
39548,Brantford,Ontario,
39550,Brantford,Ontario,
39551,Brantford,Ontario,
39553,Calgary,Alberta,
39554,Calgary,Alberta,
39556,Calgary,Alberta,
39557,Calgary,Alberta,
39559,Edmonton,Alberta,
39560,Edmonton,Alberta,
39562,Edmonton,Alberta,
39563,Edmonton,Alberta,
39565,Greater Sudbury,Ontario,
39566,Greater Sudbury,Ontario,
39568,Greater Sudbury,Ontario,
39569,Greater Sudbury,Ontario,
39571,Guelph,Ontario,
39572,Guelph,Ontario,
39574,Guelph,Ontario,
39575,Guelph,Ontario,
39577,Halifax,Nova Scotia,
39578,Halifax,Nova Scotia,
39580,Halifax,Nova Scotia,
39581,Halifax,Nova Scotia,
39583,Hamilton,Ontario,
39584,Hamilton,Ontario,
39586,Hamilton,Ontario,
39587,Hamilton,Ontario,
39589,Kelowna,British Columbia,
39590,Kelowna,British Columbia,
39592,Kelowna,British Columbia,
39593,Kelowna,British Columbia,
39595,Kingston,Ontario,
39596,Kingston,Ontario,
39598,Kingston,Ontario,
39599,Kingston,Ontario,
39601,Kitchener-Cambridge-Waterloo,Ontario,
39602,Kitchener-Cambridge-Waterloo,Ontario,
39604,Kitchener-Cambridge-Waterloo,Ontario,
39605,Kitchener-Cambridge-Waterloo,Ontario,
39607,London,Ontario,
39608,London,Ontario,
39610,London,Ontario,
39611,London,Ontario,
39613,Moncton,New Brunswick,
39614,Moncton,New Brunswick,
39616,Moncton,New Brunswick,
39617,Moncton,New Brunswick,
39619,Montréal,Quebec,
39620,Montréal,Quebec,
39622,Montréal,Quebec,
39623,Montréal,Quebec,
39625,Oshawa,Ontario,
39626,Oshawa,Ontario,
39628,Oshawa,Ontario,
39629,Oshawa,Ontario,
39631,Ottawa-Gatineau,Ontario/Quebec,
39632,Ottawa-Gatineau,Ontario/Quebec,
39634,Ottawa-Gatineau,Ontario/Quebec,
39635,Ottawa-Gatineau,Ontario/Quebec,
39637,Ottawa-Gatineau,Ontario part,Ontario/Quebec
39638,Ottawa-Gatineau,Ontario part,Ontario/Quebec
39640,Ottawa-Gatineau,Ontario part,Ontario/Quebec
39641,Ottawa-Gatineau,Ontario part,Ontario/Quebec
39643,Ottawa-Gatineau,Quebec part,Ontario/Quebec
39644,Ottawa-Gatineau,Quebec part,Ontario/Quebec
39646,Ottawa-Gatineau,Quebec part,Ontario/Quebec
39647,Ottawa-Gatineau,Quebec part,Ontario/Quebec
39649,Peterborough,Ontario,
39650,Peterborough,Ontario,
39652,Peterborough,Ontario,
39653,Peterborough,Ontario,
39655,Québec,Quebec,
39656,Québec,Quebec,
39658,Québec,Quebec,
39659,Québec,Quebec,
39661,Regina,Saskatchewan,
39662,Regina,Saskatchewan,
39664,Regina,Saskatchewan,
39665,Regina,Saskatchewan,
39667,St. Catharines-Niagara,Ontario,
39668,St. Catharines-Niagara,Ontario,
39670,St. Catharines-Niagara,Ontario,
39671,St. Catharines-Niagara,Ontario,
39673,St. John's,Newfoundland and Labrador,
39674,St. John's,Newfoundland and Labrador,
39676,St. John's,Newfoundland and Labrador,
39677,St. John's,Newfoundland and Labrador,
39679,Saguenay,Quebec,
39680,Saguenay,Quebec,
39682,Saguenay,Quebec,
39683,Saguenay,Quebec,
39685,Saint John,New Brunswick,
39686,Saint John,New Brunswick,
39688,Saint John,New Brunswick,
39689,Saint John,New Brunswick,
39691,Saskatoon,Saskatchewan,
39692,Saskatoon,Saskatchewan,
39694,Saskatoon,Saskatchewan,
39695,Saskatoon,Saskatchewan,
39697,Sherbrooke,Quebec,
39698,Sherbrooke,Quebec,
39700,Sherbrooke,Quebec,
39701,Sherbrooke,Quebec,
39703,Thunder Bay,Ontario,
