city_name,city_size_type,city_type,province,pop_2016,city_size,pop_density
Shelburne,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Nova Scotia,1330.0,2.11,630.0
Shelburne,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,8126.0,5.71,1422.9
Shellbrook,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,1277.0,1.35,943.5
Sherbrooke,"Large urban population centre (100,000 or more)",Core,Quebec,139565.0,96.34,1448.7
Shilo CFB-BFC,"Small population centre (1,000 to 29,999)",Fringe,Manitoba,1419.0,1.23,1151.3
Shippagan,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,New Brunswick,2130.0,2.78,767.5
Simcoe,"Small population centre (1,000 to 29,999)",Core,Ontario,13922.0,13.02,1069.3
Sioux Lookout,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,2941.0,6.06,485.2
Slave Lake,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,6155.0,6.69,919.9
Smithers,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,5351.0,10.39,514.9
Smiths Falls,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,8885.0,5.55,1600.8
Smithville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,5489.0,4.79,1146.1
Sorel,"Medium population centre (30,000 to 99,999)",Core,Quebec,36088.0,28.38,1271.6
Souris,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,1876.0,2.27,826.5
Sparwood,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,3490.0,8.13,429.3
Springdale,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Newfoundland and Labrador,2080.0,3.4,611.5
Springhill,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Nova Scotia,2743.0,4.84,566.5
Spruce Grove,"Medium population centre (30,000 to 99,999)",Secondary core,Alberta,36135.0,29.09,1242.0
Squamish,"Small population centre (1,000 to 29,999)",Core,British Columbia,17587.0,16.14,1089.6
Saint Andrews,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,New Brunswick,1501.0,2.48,605.7
St. Anthony,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Newfoundland and Labrador,2049.0,4.57,448.1
St. Catharines - Niagara Falls,"Large urban population centre (100,000 or more)",Core,Ontario,229246.0,136.28,1682.2
St. John's,"Large urban population centre (100,000 or more)",Core,Newfoundland and Labrador,178427.0,166.0,1074.9
St. Marys,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,6951.0,8.47,820.3
St. Paul,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,5728.0,5.03,1138.0
Saint-Quentin,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,New Brunswick,2194.0,4.24,517.2
St. Stephen,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,New Brunswick,3233.0,3.57,904.7
St. Thomas,"Medium population centre (30,000 to 99,999)",Secondary core,Ontario,41813.0,25.97,1610.4
Saint-Agapit,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,2906.0,1.48,1967.2
Saint-Alexis-des-Monts,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1546.0,3.38,457.7
Saint-Ambroise,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1678.0,0.88,1899.0
Saint-André-Avellin,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1903.0,2.36,805.1
Saint-Anselme,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,2541.0,3.16,803.0
Saint-Basile-Sud,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1387.0,1.94,713.6
Saint-Césaire,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,3815.0,2.35,1622.2
Saint-Damase,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1138.0,1.99,572.3
Saint-Damien-de-Buckland,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1203.0,1.55,774.6
Saint-Donat-de-Montcalm,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1213.0,2.14,566.1
Saint-Fabien,"Small population centre (1,000 to 29,999)",Fringe,Quebec,1145.0,1.5,764.4
Saint-Félicien,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,7096.0,8.56,828.9
Saint-Félix-de-Valois,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,2978.0,4.03,739.7
Saint-Gabriel,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,2664.0,2.81,946.6
Saint-Gédéon,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1542.0,2.44,632.8
Saint-Georges,"Small population centre (1,000 to 29,999)",Core,Quebec,26921.0,25.55,1053.8
Saint-Germain-de-Grantham,"Small population centre (1,000 to 29,999)",Fringe,Quebec,3485.0,2.66,1310.0
Saint-Henri-de-Lévis,"Small population centre (1,000 to 29,999)",Fringe,Quebec,1735.0,0.9,1919.0
Saint-Honoré,"Small population centre (1,000 to 29,999)",Fringe,Quebec,2265.0,2.03,1114.0
Saint-Hyacinthe,"Medium population centre (30,000 to 99,999)",Core,Quebec,50032.0,29.61,1689.4
Saint-Jacques,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,2126.0,2.53,841.1
Saint-Jean-sur-Richelieu,"Medium population centre (30,000 to 99,999)",Secondary core,Quebec,84685.0,51.78,1635.5
Saint-Jean-Port-Joli,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1407.0,1.68,838.6
Métabetchouan,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,2123.0,2.43,871.9
Saint-Jérôme,"Medium population centre (30,000 to 99,999)",Secondary core,Quebec,77146.0,64.3,1199.8
Saint-Joseph-de-Beauce,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,3695.0,4.16,888.1
Saint-Joseph-de-Lanoraie,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,2576.0,2.86,899.8
Saint-Jovite,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,5515.0,9.99,552.3
Saint-Marc-des-Carrières,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,2134.0,2.58,825.9
Saint-Michel-des-Saints,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1131.0,1.87,605.1
Saint-Pascal,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,2471.0,3.29,750.1
Saint-Pie,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,2980.0,2.49,1198.9
Saint-Prosper,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,2319.0,2.24,1037.2
Saint-Raphaël,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1113.0,1.08,1031.9
Saint-Raymond,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,3227.0,4.37,739.0
Saint-Rémi,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,6891.0,4.01,1719.5
Saint-Sauveur-des-Monts,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,7849.0,9.97,787.2
Saint-Tite,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,2381.0,2.7,881.9
Stayner,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,4029.0,3.62,1114.4
Ste. Anne,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,2114.0,4.23,499.4
Sainte-Adèle,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,5786.0,8.96,645.7
Sainte-Anne-des-Monts,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,3277.0,5.59,586.5
Sainte-Claire,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,2389.0,1.8,1330.8
Sainte-Croix,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1401.0,2.3,608.0
Sainte-Madeleine,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1959.0,2.38,821.5
Sainte-Marie,"Small population centre (1,000 to 29,999)",Core,Quebec,11083.0,10.48,1057.8
Sainte-Martine,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,3931.0,3.48,1130.2
Sainte-Thècle,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1333.0,2.08,642.1
Steinbach,"Small population centre (1,000 to 29,999)",Core,Manitoba,14753.0,14.28,1033.4
Stephenville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Newfoundland and Labrador,7114.0,14.68,484.6
Stettler,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,5862.0,7.34,798.5
Stirling,"Small population centre (1,000 to 29,999)",Fringe,Ontario,2030.0,3.0,675.6
Stonewall,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,4644.0,3.16,1469.0
Stony Mountain,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,1800.0,1.82,988.6
Stratford,"Medium population centre (30,000 to 99,999)",Core,Ontario,31053.0,22.37,1388.0
Strathmore,"Small population centre (1,000 to 29,999)",Core,Alberta,13592.0,9.13,1489.4
Strathroy,"Small population centre (1,000 to 29,999)",Secondary core,Ontario,14401.0,11.81,1219.3
Sturgeon Falls,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,6798.0,5.83,1165.5
Sudbury,"Medium population centre (30,000 to 99,999)",Core,Ontario,88054.0,75.93,1159.7
Summerside,"Small population centre (1,000 to 29,999)",Core,Prince Edward Island,13814.0,14.84,930.8
Sussex,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,New Brunswick,5298.0,10.35,511.8
Sutton,"Small population centre (1,000 to 29,999)",Fringe,Ontario,7531.0,12.23,615.8
Swan Hills,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,1275.0,2.39,532.7
Swan River,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,3964.0,6.26,633.7
Swift Current,"Small population centre (1,000 to 29,999)",Core,Saskatchewan,16022.0,12.09,1325.6
Cape Breton - Sydney,"Small population centre (1,000 to 29,999)",Core,Nova Scotia,29904.0,29.43,1016.0
Sydney Mines,"Small population centre (1,000 to 29,999)",Fringe,Nova Scotia,12823.0,18.09,708.7
Sylvan Lake,"Small population centre (1,000 to 29,999)",Core,Alberta,14942.0,9.58,1559.3
Taber,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,8548.0,15.81,540.8
Tavistock,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,2955.0,2.71,1090.2
Témiscaming,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1361.0,1.3,1048.6
Terrace,"Small population centre (1,000 to 29,999)",Core,British Columbia,13663.0,19.47,701.6
Thamesford,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,2116.0,2.76,766.4
The Pas,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,5368.0,5.25,1022.1
Thessalon,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1175.0,1.93,607.7
Thetford Mines,"Small population centre (1,000 to 29,999)",Core,Quebec,16174.0,14.77,1094.9
Thompson,"Small population centre (1,000 to 29,999)",Core,Manitoba,12878.0,7.88,1633.3
Thornbury,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,2485.0,3.79,655.1
Three Hills,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,3078.0,3.13,981.9
Thunder Bay,"Medium population centre (30,000 to 99,999)",Core,Ontario,93952.0,71.4,1315.8
Thurso,"Small population centre (1,000 to 29,999)",Fringe,Quebec,2533.0,2.69,942.7
Tilbury,"Small population centre (1,000 to 29,999)",Fringe,Ontario,4768.0,4.14,1150.4
Tillsonburg,"Small population centre (1,000 to 29,999)",Core,Ontario,15594.0,15.18,1027.3
Tisdale,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,3136.0,2.8,1118.8
Toronto,"Large urban population centre (100,000 or more)",Core,Ontario,5429524.0,1792.99,3028.2
Tottenham,"Small population centre (1,000 to 29,999)",Fringe,Ontario,5143.0,3.04,1691.9
Tracadie-Sheila,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,New Brunswick,3184.0,6.03,527.7
Trois-Pistoles,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,3058.0,3.58,853.1
Trois-Rivières,"Large urban population centre (100,000 or more)",Core,Quebec,114203.0,72.23,1581.2
Truro,"Small population centre (1,000 to 29,999)",Core,Nova Scotia,22954.0,29.89,768.0
Tweed,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1701.0,2.6,654.3
Ucluelet,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,1576.0,2.67,590.5
Unity,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,2475.0,2.41,1026.5
Uxbridge,"Small population centre (1,000 to 29,999)",Secondary core,Ontario,11832.0,15.45,765.9
Val-d'Or,"Small population centre (1,000 to 29,999)",Core,Quebec,25541.0,23.8,1073.1
Valcourt,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1806.0,2.64,683.9
Vallée-Jonction,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1268.0,1.06,1195.4
Valley East,"Small population centre (1,000 to 29,999)",Fringe,Ontario,17451.0,25.67,679.8
Salaberry-de-Valleyfield,"Medium population centre (30,000 to 99,999)",Core,Quebec,39048.0,32.6,1197.9
Valleyview,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,1421.0,1.56,909.5
Vancouver,"Large urban population centre (100,000 or more)",Core,British Columbia,2264823.0,876.44,2584.1
Vanderhoof,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,1979.0,2.92,677.6
Vankleek Hill,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1742.0,2.23,780.5
Varennes,"Small population centre (1,000 to 29,999)",Secondary core,Quebec,20575.0,10.18,2021.8
Vegreville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,5436.0,4.68,1161.7
Verchères,"Small population centre (1,000 to 29,999)",Fringe,Quebec,4429.0,3.0,1474.8
Vermilion,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,3617.0,3.58,1009.5
Vernon,"Medium population centre (30,000 to 99,999)",Core,British Columbia,48073.0,50.08,959.9
Victoria,"Large urban population centre (100,000 or more)",Core,British Columbia,335696.0,215.88,1555.0
Victoriaville,"Medium population centre (30,000 to 99,999)",Core,Quebec,44735.0,35.13,1273.4
Viking,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,1039.0,1.05,992.4
Ville-Marie,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,2113.0,1.84,1150.0
Virden,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,3082.0,2.33,1322.0
Vulcan,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,1680.0,1.7,985.4
Wabana,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Newfoundland and Labrador,1325.0,2.36,561.5
Wadena,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,1134.0,1.41,805.1
Wainwright,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,6153.0,5.13,1200.3
Walkerton,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,4517.0,3.71,1216.2
Wallaceburg,"Small population centre (1,000 to 29,999)",Fringe,Ontario,10098.0,8.83,1143.9
Warwick,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,3200.0,3.85,830.8
Waterford,"Small population centre (1,000 to 29,999)",Fringe,Ontario,3132.0,2.77,1130.8
Waterloo,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,3401.0,4.98,682.5
Watford,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1536.0,1.17,1314.4
Watrous,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,1865.0,2.0,934.2
West Lorne,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1337.0,1.81,737.4
Westlock,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,4678.0,4.49,1041.4
Wetaskiwin,"Small population centre (1,000 to 29,999)",Core,Alberta,12486.0,11.18,1116.5
Weyburn,"Small population centre (1,000 to 29,999)",Core,Saskatchewan,10679.0,8.39,1273.1
Wheatley,"Small population centre (1,000 to 29,999)",Fringe,Ontario,2868.0,3.33,861.8
Stouffville,"Medium population centre (30,000 to 99,999)",Secondary core,Ontario,32634.0,14.05,2323.2
White Rock,"Medium population centre (30,000 to 99,999)",Secondary core,British Columbia,93729.0,53.54,1750.6
Whitecourt,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,9515.0,10.11,941.0
Whitehorse,"Small population centre (1,000 to 29,999)",Core,Yukon,21732.0,34.95,621.8
Wiarton,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1989.0,2.36,844.3
Wilkie,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,1149.0,1.47,783.4
Williams Lake,"Small population centre (1,000 to 29,999)",Core,British Columbia,10508.0,21.26,494.2
Winchester,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,2394.0,2.26,1058.2
Windsor,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Nova Scotia,5248.0,10.5,500.0
Windsor,"Large urban population centre (100,000 or more)",Core,Ontario,287069.0,176.21,1629.1
Windsor,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,5064.0,4.83,1049.2
Wingham,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,2934.0,2.38,1234.2
Winkler,"Small population centre (1,000 to 29,999)",Core,Manitoba,14311.0,19.37,738.9
Winnipeg,"Large urban population centre (100,000 or more)",Core,Manitoba,711925.0,343.99,2069.6
Wolfville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Nova Scotia,4195.0,6.46,649.8
Woodstock,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,New Brunswick,4277.0,4.26,1003.2
Woodstock,"Medium population centre (30,000 to 99,999)",Core,Ontario,40404.0,30.42,1328.3
Wynyard,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,1732.0,1.61,1077.9
Wyoming,"Small population centre (1,000 to 29,999)",Fringe,Ontario,2361.0,4.59,514.7
Yamachiche,"Small population centre (1,000 to 29,999)",Fringe,Quebec,1240.0,1.78,697.9
Yarmouth,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Nova Scotia,7217.0,13.14,549.4
Yellowknife,"Small population centre (1,000 to 29,999)",Core,Northwest Territories,18884.0,17.88,1056.2
Yorkton,"Small population centre (1,000 to 29,999)",Core,Saskatchewan,16041.0,10.43,1538.0
One Hundred Mile House,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,1811.0,2.4,753.9
Abbotsford,"Large urban population centre (100,000 or more)",Core,British Columbia,121279.0,68.5,1770.5
Buckingham,"Small population centre (1,000 to 29,999)",Fringe,Quebec,16685.0,16.53,1009.5
Fermont,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,2288.0,1.49,1539.4
Fort Erie,"Small population centre (1,000 to 29,999)",Secondary core,Ontario,14621.0,13.65,1070.9
Crystal Beach,"Small population centre (1,000 to 29,999)",Fringe,Ontario,8524.0,11.34,751.7
Gaspé,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,2609.0,4.94,527.7
Rivière-au-Renard,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1074.0,2.1,512.1
Keswick - Elmhurst Beach,"Small population centre (1,000 to 29,999)",Secondary core,Ontario,26757.0,16.25,1647.0
Nobleton,"Small population centre (1,000 to 29,999)",Fringe,Ontario,4614.0,5.64,817.7
Port-Alfred-Bagotville,"Small population centre (1,000 to 29,999)",Fringe,Quebec,13865.0,12.95,1070.9
Beamsville,"Small population centre (1,000 to 29,999)",Secondary core,Ontario,11834.0,9.19,1287.6
Mississauga Beach,"Small population centre (1,000 to 29,999)",Fringe,Ontario,4662.0,5.78,806.2
Dowling,"Small population centre (1,000 to 29,999)",Fringe,Ontario,1466.0,1.32,1114.2
Petawawa,"Small population centre (1,000 to 29,999)",Core,Ontario,13701.0,14.24,962.3
Port Hardy,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,3643.0,5.14,708.9
Sooke,"Small population centre (1,000 to 29,999)",Fringe,British Columbia,9269.0,12.2,759.7
Timmins,"Small population centre (1,000 to 29,999)",Core,Ontario,29331.0,18.57,1579.7
Porcupine,"Small population centre (1,000 to 29,999)",Fringe,Ontario,4716.0,3.23,1458.8
Lively,"Small population centre (1,000 to 29,999)",Fringe,Ontario,5608.0,9.21,608.9
Chatham - Douglastown,"Small population centre (1,000 to 29,999)",Core,New Brunswick,11329.0,24.72,458.4
Summerland,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,8742.0,11.69,748.1
Cornwall,"Small population centre (1,000 to 29,999)",Fringe,Prince Edward Island,2460.0,2.33,1057.1
Daveluyville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1236.0,1.8,687.9
Les Coteaux,"Small population centre (1,000 to 29,999)",Secondary core,Quebec,17396.0,18.18,957.0
Paisley,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1045.0,1.8,581.6
Grand Valley,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1643.0,1.35,1215.1
Creemore,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1170.0,1.58,739.8
Niverville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,4083.0,2.31,1771.1
Warman,"Small population centre (1,000 to 29,999)",Fringe,Saskatchewan,10961.0,7.39,1482.8
Nanton,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,1965.0,1.56,1263.6
Black Diamond,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,2552.0,2.15,1188.8
Carstairs,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,3080.0,4.8,642.1
Gibbons,"Small population centre (1,000 to 29,999)",Fringe,Alberta,2661.0,3.89,684.9
Elkford,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,1752.0,2.89,605.3
Logan Lake,"Small population centre (1,000 to 29,999)",Fringe,British Columbia,1208.0,0.94,1284.2
Maskinongé,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1368.0,2.15,635.6
Colchester,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,2229.0,3.06,728.8
Saint-Cyrille-de-Wendover,"Small population centre (1,000 to 29,999)",Fringe,Quebec,1216.0,0.93,1311.2
Jarvis,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1037.0,0.52,1987.4
Lumsden,"Small population centre (1,000 to 29,999)",Fringe,Saskatchewan,1824.0,4.06,449.6
Sainte-Justine,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1077.0,1.17,920.0
St. Leonard,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,New Brunswick,1099.0,1.63,673.8
Sundre,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,1866.0,2.6,717.4
Tofield,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,1854.0,1.22,1517.9
Dutton,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1368.0,1.58,864.5
Salmo,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,1141.0,2.44,467.0
Blackfalds,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,8749.0,7.23,1210.3
Jasper,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,3948.0,1.74,2274.3
Lumby,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,1303.0,1.14,1140.4
Southampton,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,3678.0,6.44,571.3
Châteauguay,"Medium population centre (30,000 to 99,999)",Secondary core,Quebec,71164.0,49.48,1438.2
Sainte-Anne-des-Plaines,"Small population centre (1,000 to 29,999)",Secondary core,Quebec,10865.0,4.06,2674.1
Sainte-Julienne,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,3263.0,6.41,509.2
Danville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1577.0,2.34,675.0
La Ronge,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,5671.0,8.57,661.9
Port McNeill,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,2064.0,1.55,1333.7
Wembley,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,1516.0,2.19,692.5
